epoch:0, Training MAE:1.642(eV), Training Loss:1.250779, Test MAE:0.982(eV), Test Loss:1.431471, Learning Rate:0.000999985
epoch:1, Training MAE:1.059(eV), Training Loss:0.529339, Test MAE:0.820(eV), Test Loss:0.724560, Learning Rate:0.000999938
epoch:2, Training MAE:0.802(eV), Training Loss:1.290903, Test MAE:1.532(eV), Test Loss:3.608842, Learning Rate:0.000999861
epoch:3, Training MAE:0.735(eV), Training Loss:0.566645, Test MAE:0.956(eV), Test Loss:1.097739, Learning Rate:0.000999753
epoch:4, Training MAE:0.716(eV), Training Loss:0.680382, Test MAE:1.940(eV), Test Loss:5.033997, Learning Rate:0.000999615
epoch:5, Training MAE:0.713(eV), Training Loss:0.558115, Test MAE:1.237(eV), Test Loss:2.528894, Learning Rate:0.000999445
epoch:6, Training MAE:0.617(eV), Training Loss:0.512229, Test MAE:0.613(eV), Test Loss:0.605232, Learning Rate:0.000999245
epoch:7, Training MAE:0.570(eV), Training Loss:0.330330, Test MAE:1.313(eV), Test Loss:1.927202, Learning Rate:0.000999013
epoch:8, Training MAE:0.592(eV), Training Loss:0.607646, Test MAE:0.899(eV), Test Loss:1.129676, Learning Rate:0.000998751
epoch:9, Training MAE:0.525(eV), Training Loss:0.330152, Test MAE:0.726(eV), Test Loss:0.476305, Learning Rate:0.000998459
epoch:10, Training MAE:0.530(eV), Training Loss:0.430826, Test MAE:1.026(eV), Test Loss:1.333527, Learning Rate:0.000998135
epoch:11, Training MAE:0.491(eV), Training Loss:0.710027, Test MAE:0.591(eV), Test Loss:0.476608, Learning Rate:0.000997781
epoch:12, Training MAE:0.510(eV), Training Loss:0.207210, Test MAE:1.133(eV), Test Loss:1.745220, Learning Rate:0.000997396
epoch:13, Training MAE:0.484(eV), Training Loss:0.379602, Test MAE:0.558(eV), Test Loss:0.480981, Learning Rate:0.00099698
epoch:14, Training MAE:0.444(eV), Training Loss:0.268565, Test MAE:0.334(eV), Test Loss:0.201644, Learning Rate:0.000996534
epoch:15, Training MAE:0.470(eV), Training Loss:0.724855, Test MAE:0.491(eV), Test Loss:0.356551, Learning Rate:0.000996057
epoch:16, Training MAE:0.434(eV), Training Loss:0.265728, Test MAE:0.883(eV), Test Loss:1.159116, Learning Rate:0.00099555
epoch:17, Training MAE:0.427(eV), Training Loss:0.198006, Test MAE:0.642(eV), Test Loss:0.588714, Learning Rate:0.000995012
epoch:18, Training MAE:0.417(eV), Training Loss:0.243108, Test MAE:0.409(eV), Test Loss:0.169280, Learning Rate:0.000994443
epoch:19, Training MAE:0.403(eV), Training Loss:0.393465, Test MAE:0.514(eV), Test Loss:0.284203, Learning Rate:0.000993844
epoch:20, Training MAE:0.423(eV), Training Loss:0.975186, Test MAE:0.535(eV), Test Loss:0.387305, Learning Rate:0.000993215
epoch:21, Training MAE:0.450(eV), Training Loss:0.767431, Test MAE:0.858(eV), Test Loss:1.145887, Learning Rate:0.000992555
epoch:22, Training MAE:0.393(eV), Training Loss:0.339234, Test MAE:1.325(eV), Test Loss:2.106534, Learning Rate:0.000991864
epoch:23, Training MAE:0.411(eV), Training Loss:0.254501, Test MAE:1.543(eV), Test Loss:2.816957, Learning Rate:0.000991144
epoch:24, Training MAE:0.405(eV), Training Loss:0.188516, Test MAE:0.775(eV), Test Loss:0.805750, Learning Rate:0.000990393
epoch:25, Training MAE:0.457(eV), Training Loss:0.541702, Test MAE:1.594(eV), Test Loss:2.428716, Learning Rate:0.000989611
epoch:26, Training MAE:0.415(eV), Training Loss:0.227157, Test MAE:0.858(eV), Test Loss:1.322924, Learning Rate:0.0009888
epoch:27, Training MAE:0.385(eV), Training Loss:0.253290, Test MAE:0.472(eV), Test Loss:0.460793, Learning Rate:0.000987958
epoch:28, Training MAE:0.393(eV), Training Loss:0.161595, Test MAE:0.535(eV), Test Loss:0.455710, Learning Rate:0.000987087
epoch:29, Training MAE:0.402(eV), Training Loss:0.256358, Test MAE:1.245(eV), Test Loss:1.834294, Learning Rate:0.000986185
epoch:30, Training MAE:0.426(eV), Training Loss:0.263170, Test MAE:1.060(eV), Test Loss:2.031157, Learning Rate:0.000985253
epoch:31, Training MAE:0.365(eV), Training Loss:0.138805, Test MAE:0.463(eV), Test Loss:0.265318, Learning Rate:0.000984292
epoch:32, Training MAE:0.375(eV), Training Loss:0.162961, Test MAE:0.608(eV), Test Loss:0.520495, Learning Rate:0.0009833
epoch:33, Training MAE:0.342(eV), Training Loss:0.168151, Test MAE:1.016(eV), Test Loss:1.760675, Learning Rate:0.000982279
epoch:34, Training MAE:0.395(eV), Training Loss:0.450634, Test MAE:2.443(eV), Test Loss:8.462111, Learning Rate:0.000981228
epoch:35, Training MAE:0.393(eV), Training Loss:0.229561, Test MAE:0.667(eV), Test Loss:0.472069, Learning Rate:0.000980147
epoch:36, Training MAE:0.362(eV), Training Loss:0.185671, Test MAE:0.374(eV), Test Loss:0.140957, Learning Rate:0.000979036
epoch:37, Training MAE:0.351(eV), Training Loss:0.590837, Test MAE:1.024(eV), Test Loss:1.694398, Learning Rate:0.000977897
epoch:38, Training MAE:0.363(eV), Training Loss:0.256382, Test MAE:0.907(eV), Test Loss:1.191461, Learning Rate:0.000976727
epoch:39, Training MAE:0.353(eV), Training Loss:0.282171, Test MAE:0.772(eV), Test Loss:1.003635, Learning Rate:0.000975528
epoch:40, Training MAE:0.393(eV), Training Loss:0.081527, Test MAE:1.317(eV), Test Loss:1.974437, Learning Rate:0.0009743
epoch:41, Training MAE:0.344(eV), Training Loss:0.292967, Test MAE:1.447(eV), Test Loss:2.281944, Learning Rate:0.000973043
epoch:42, Training MAE:0.336(eV), Training Loss:0.133371, Test MAE:0.361(eV), Test Loss:0.128810, Learning Rate:0.000971756
epoch:43, Training MAE:0.351(eV), Training Loss:0.312692, Test MAE:0.865(eV), Test Loss:1.152914, Learning Rate:0.00097044
epoch:44, Training MAE:0.351(eV), Training Loss:0.123316, Test MAE:0.350(eV), Test Loss:0.251891, Learning Rate:0.000969096
epoch:45, Training MAE:0.356(eV), Training Loss:0.203834, Test MAE:1.205(eV), Test Loss:2.109903, Learning Rate:0.000967722
epoch:46, Training MAE:0.369(eV), Training Loss:0.221506, Test MAE:0.505(eV), Test Loss:0.351298, Learning Rate:0.00096632
epoch:47, Training MAE:0.312(eV), Training Loss:0.148041, Test MAE:0.437(eV), Test Loss:0.211819, Learning Rate:0.000964888
epoch:48, Training MAE:0.337(eV), Training Loss:0.219703, Test MAE:0.880(eV), Test Loss:0.929403, Learning Rate:0.000963428
epoch:49, Training MAE:0.335(eV), Training Loss:0.154410, Test MAE:1.301(eV), Test Loss:1.964668, Learning Rate:0.00096194
epoch:50, Training MAE:0.317(eV), Training Loss:0.241540, Test MAE:1.710(eV), Test Loss:2.885379, Learning Rate:0.000960423
epoch:51, Training MAE:0.356(eV), Training Loss:0.268473, Test MAE:0.814(eV), Test Loss:1.034878, Learning Rate:0.000958877
epoch:52, Training MAE:0.306(eV), Training Loss:0.106705, Test MAE:1.595(eV), Test Loss:3.456960, Learning Rate:0.000957304
epoch:53, Training MAE:0.281(eV), Training Loss:0.164191, Test MAE:0.652(eV), Test Loss:0.553292, Learning Rate:0.000955702
epoch:54, Training MAE:0.301(eV), Training Loss:0.096460, Test MAE:1.675(eV), Test Loss:3.843707, Learning Rate:0.000954072
epoch:55, Training MAE:0.305(eV), Training Loss:0.156616, Test MAE:2.520(eV), Test Loss:9.097456, Learning Rate:0.000952414
epoch:56, Training MAE:0.292(eV), Training Loss:0.277982, Test MAE:0.901(eV), Test Loss:1.371527, Learning Rate:0.000950728
epoch:57, Training MAE:0.288(eV), Training Loss:0.083368, Test MAE:2.211(eV), Test Loss:9.131588, Learning Rate:0.000949014
epoch:58, Training MAE:0.312(eV), Training Loss:0.208535, Test MAE:0.291(eV), Test Loss:0.146238, Learning Rate:0.000947272
epoch:59, Training MAE:0.285(eV), Training Loss:0.183706, Test MAE:1.923(eV), Test Loss:4.766565, Learning Rate:0.000945503
epoch:60, Training MAE:0.286(eV), Training Loss:0.179658, Test MAE:0.866(eV), Test Loss:1.128840, Learning Rate:0.000943707
epoch:61, Training MAE:0.285(eV), Training Loss:0.081106, Test MAE:0.930(eV), Test Loss:1.267673, Learning Rate:0.000941883
epoch:62, Training MAE:0.266(eV), Training Loss:0.125968, Test MAE:1.614(eV), Test Loss:3.794868, Learning Rate:0.000940032
epoch:63, Training MAE:0.278(eV), Training Loss:0.151309, Test MAE:1.778(eV), Test Loss:3.920333, Learning Rate:0.000938153
epoch:64, Training MAE:0.308(eV), Training Loss:0.143495, Test MAE:2.026(eV), Test Loss:4.776283, Learning Rate:0.000936248
epoch:65, Training MAE:0.329(eV), Training Loss:0.186694, Test MAE:0.427(eV), Test Loss:0.342332, Learning Rate:0.000934316
epoch:66, Training MAE:0.295(eV), Training Loss:0.202718, Test MAE:1.751(eV), Test Loss:5.513485, Learning Rate:0.000932357
epoch:67, Training MAE:0.268(eV), Training Loss:0.088034, Test MAE:0.263(eV), Test Loss:0.087409, Learning Rate:0.000930371
epoch:68, Training MAE:0.256(eV), Training Loss:0.168266, Test MAE:0.987(eV), Test Loss:1.260140, Learning Rate:0.000928359
